Entity,Code,Day,2021,2020,"Projected, 2020",2015,2016,2017,2018,2019,2022,2023
Spain,ESP,2020-02-16,9488,8839,9615.2,10857,8479,9017,10105,9363,9316,9833
Spain,ESP,2020-02-23,9032,8413,9409.4,10580,8670,8670,9656,9216,8931,9649
Spain,ESP,2020-03-01,8542,8379,9169.6,10058,8645,8371,9599,8920,8694,9597
Spain,ESP,2020-03-08,8318,8465,8868,9421,8653,8213,9203,8595,8537,9677
Spain,ESP,2020-03-15,8077,9481,8564.8,8785,8811,7906,8862,8205,8574,8932
Spain,ESP,2020-03-22,8189,12843,8288.6,8379,8291,7875,8616,8027,8523,8380
Spain,ESP,2020-03-29,8195,19828,8324.4,8366,8375,7827,8628,8171,8525,8306
Spain,ESP,2020-04-05,8080,20967,8170,8282,7998,7814,8414,8087,8714,8089
Spain,ESP,2020-04-12,7947,17325,8039.6,7894,7859,7800,8335,8055,8707,8178
Spain,ESP,2020-04-19,8084,13244,7837.2,7855,7589,7574,8112,7801,8410,8019
Spain,ESP,2020-04-26,7867,10452,7734.8,7802,7462,7661,7735,7759,8511,8114
Spain,ESP,2020-05-03,8062,9008,7569.8,7365,7606,7520,7359,7744,8524,7592
Spain,ESP,2020-05-10,7738,8458,7608.2,7464,7374,7622,7595,7731,8832,7537
Spain,ESP,2020-05-17,7606,7536,7574.4,7543,7533,7494,7511,7536,8930,7553
Spain,ESP,2020-05-24,7437,7643,7484.4,7234,7304,7666,7527,7436,8238,7755
Spain,ESP,2020-05-31,7353,7620,7324.4,7096,7255,7092,7306,7618,8167,7544
Spain,ESP,2020-06-07,7710,7144,7375.8,7364,7576,7067,7109,7508,8193,7645
Spain,ESP,2020-06-14,7799,6849,7307.2,7152,7140,7819,7154,7016,9373,7578
Spain,ESP,2020-06-21,7285,7032,7498.4,6956,7173,7991,7713,7404,8573,7435
Spain,ESP,2020-06-28,7557,7512,7423.2,7111,7345,7137,7698,7570,8606,7713
Spain,ESP,2020-07-05,7544,7635,7683.4,8146,7505,7156,7305,8050,9115,7415
Spain,ESP,2020-07-12,7563,7732,7614.4,8351,7423,7214,7366,7463,10900,7675
Spain,ESP,2020-07-19,8481,7562,7508.4,8164,7377,7259,7186,7301,11014,7827
Spain,ESP,2020-07-26,8362,7827,7415.4,7798,7295,7110,7155,7464,9968,7487
Spain,ESP,2020-08-02,8642,8589,7498.4,7349,7425,7596,7731,7136,9478,7623
Spain,ESP,2020-08-09,8860,8394,7442.6,7219,7233,7186,8003,7317,9304,7714
Spain,ESP,2020-08-16,8766,8170,7174.4,7075,7102,7118,7194,7128,8129,7803
Spain,ESP,2020-08-23,8214,7886,7078.8,6801,7184,7219,7015,6920,8197,8634
Spain,ESP,2020-08-30,7936,7954,7029.4,6954,7100,7013,6927,6898,7687,7839
Spain,ESP,2020-09-06,7895,7777,6910.2,6603,7203,6680,6906,6904,7677,7614
Spain,ESP,2020-09-13,7504,7998,6811.8,6660,6641,6730,6834,6939,7634,7322
Spain,ESP,2020-09-20,7430,8168,7013.6,6617,6956,7091,7153,6996,7411,7368
Spain,ESP,2020-09-27,7548,8064,7162.6,6898,7036,7367,7230,7027,7552,7499
Spain,ESP,2020-10-04,7526,8188,7143.2,6813,7072,7388,7210,6978,7993,7812
Spain,ESP,2020-10-11,7586,8593,7265.8,7055,7036,7234,7437,7312,7808,7577
Spain,ESP,2020-10-18,7744,8594,7323,7119,7185,7392,7350,7314,8164,7588
Spain,ESP,2020-10-25,8179,9470,7442.4,7267,7512,7308,7327,7543,7960,7703
Spain,ESP,2020-11-01,7821,9596,7578.8,7392,7244,7511,7794,7698,7681,7666
Spain,ESP,2020-11-08,8717,10316,7752.6,7412,7775,7632,8012,7677,8238,8133
Spain,ESP,2020-11-15,8793,10030,7950.8,7325,8076,8063,7999,8036,8441,8290
Spain,ESP,2020-11-22,8846,9695,8012,7397,8090,8169,7932,8217,8535,8124
Spain,ESP,2020-11-29,9386,9534,8187.8,7849,8321,8257,7929,8328,9026,8603
Spain,ESP,2020-12-06,9017,9541,8230.2,8080,8124,8620,8051,8021,9491,8471
Spain,ESP,2020-12-13,9503,9534,8562.6,8032,8612,9262,8312,8340,9511,9023
Spain,ESP,2020-12-20,9780,9287,8805,8342,8980,9628,8427,8393,9768,9843
Spain,ESP,2020-12-27,9845,9015,9107.2,8031,9855,10412,8650,8333,8384,10892
Spain,ESP,2021-01-03,,9524,9107.2,,,,,,,
Suriname,SUR,2020-01-31,383,329,371.1,329,327,329,400,376,564,
Suriname,SUR,2020-02-29,301,348,300.7,284,275,238,276,336,401,
Suriname,SUR,2020-03-31,305,306,352.9,324,332,308,372,334,356,
Suriname,SUR,2020-04-30,318,283,308.5,264,320,294,262,308,377,
Suriname,SUR,2020-05-31,497,276,324.9,308,304,288,316,314,388,
Suriname,SUR,2020-06-30,648,327,300.9,294,274,252,272,318,394,
Suriname,SUR,2020-07-31,541,337,331.5,314,277,297,339,336,370,
Suriname,SUR,2020-08-31,447,396,342.3,333,306,331,303,344,351,
Suriname,SUR,2020-09-30,609,362,341.7,292,325,321,316,360,356,
Suriname,SUR,2020-10-31,659,349,330.9,317,300,320,310,313,384,
Suriname,SUR,2020-11-30,446,308,311.9,300,273,285,306,301,360,
Suriname,SUR,2020-12-31,381,350,305.5,304,278,245,291,315,340,
Sweden,SWE,2020-01-05,2369.9,1874.5,1997.3,1932.3,1895.3,2193.6,2053.5,1992.8,2105.9,2451.2
Sweden,SWE,2020-01-12,2352.9,1945.2,1975.1,1974,1949.3,2166.6,1996.5,1869.6,2072.9,2215.2
Sweden,SWE,2020-01-19,2306.9,1885.2,1969.9,1943,1993.3,2104.6,2000.5,1888.6,2022.9,2076.2
Sweden,SWE,2020-01-26,2129.9,1784.2,1946.1,1954,2041.3,1954.6,1983.5,1877.6,2099.9,1921.2
Sweden,SWE,2020-02-02,1909.5,1900.3,1909.1,1983.1,1946.3,1925.5,1907.3,1863.4,2192.7,1875.7
Sweden,SWE,2020-02-09,1917.5,1775.6,1912.5,1876.1,1874.3,1922.6,2034.7,1935.7,2014.7,1828.2
Sweden,SWE,2020-02-16,1892.5,1871.6,1949.7,2009.1,1875.3,2051.6,2075.7,1817.7,2088.7,1803.2
Sweden,SWE,2020-02-23,1862.5,1824.6,2013.7,2115.1,1882.3,2110.6,2167.7,1873.7,1993.7,1805.2
Sweden,SWE,2020-03-01,1712.2,1825.5,2000.5,2084.7,1899.1,2031.3,2241.1,1826.2,1957.1,1877
Sweden,SWE,2020-03-08,1859.2,1872.8,1939.5,2053.3,1848.3,1872.5,2259.9,1744.8,1816.7,1899.8
Sweden,SWE,2020-03-15,1737.2,1776.8,1924.3,1944.3,1838.3,1891.5,2144.9,1883.8,1806.7,1848.8
Sweden,SWE,2020-03-22,1770.2,1911.8,1822.5,1886.3,1833.3,1734.5,2052.9,1686.8,1774.7,1791.8
Sweden,SWE,2020-03-29,1719.6,2086.8,1844.7,1942.3,1815.3,1824.5,2002.7,1719.8,1768.1,1799.8
Sweden,SWE,2020-04-05,1751.1,2429.7,1824.9,1845,1741,1836.3,2035.3,1746.7,1804.4,1762.4
Sweden,SWE,2020-04-12,1705.1,2615.7,1767.9,1859.4,1809,1761.3,1829.3,1660.7,1669.4,1803.4
Sweden,SWE,2020-04-19,1736.1,2571.7,1782.1,1854.4,1807,1810.3,1734.3,1784.7,1661.4,1835.4
Sweden,SWE,2020-04-26,1664.9,2315.7,1716.3,1774.4,1640,1814.3,1686.3,1746.7,1655.1,1799.4
Sweden,SWE,2020-05-03,1726.1,2288.4,1667.7,1666.5,1654.8,1734.9,1705.6,1658.7,1697.1,1710.8
Sweden,SWE,2020-05-10,1708.1,2235.1,1655.7,1671.7,1621.8,1762.9,1616.2,1687.4,1674.1,1636.8
Sweden,SWE,2020-05-17,1597.1,2042.1,1590.5,1678.7,1600.8,1622.9,1530.2,1601.4,1720.1,1691.8
Sweden,SWE,2020-05-24,1561.1,1971.1,1580.9,1680.7,1585.8,1684.9,1504.2,1530.4,1600.1,1589.8
Sweden,SWE,2020-05-31,1560.7,1709.1,1582.3,1637.7,1580.6,1663.1,1524.7,1586.3,1623.9,1623.8
Sweden,SWE,2020-06-07,1559.8,1802.1,1560.7,1637.2,1503.2,1595.3,1556.1,1591.6,1586.6,1665.8
Sweden,SWE,2020-06-14,1518.8,1772.1,1548.7,1629.2,1582.2,1636.3,1484.1,1491.6,1623.6,1625.8
Sweden,SWE,2020-06-21,1541.8,1721.1,1560.1,1612.2,1614.2,1537.3,1543.1,1573.6,1673.6,1636.8
Sweden,SWE,2020-06-28,1536.9,1725.1,1582.5,1545.2,1580.3,1630.7,1677.3,1559.6,1698.7,1560.5
Sweden,SWE,2020-07-05,1585,1619.8,1603.3,1694.5,1585.7,1586.4,1639.9,1591.8,1672.8,1587.7
Sweden,SWE,2020-07-12,1609,1627.3,1590.5,1580.7,1641.7,1562.4,1636.9,1612.8,1560.8,1543.7
Sweden,SWE,2020-07-19,1566,1569.3,1596.5,1549.7,1652.7,1549.4,1775.9,1536.8,1729.8,1547.7
Sweden,SWE,2020-07-26,1639.5,1596.3,1585.5,1558.7,1666.7,1521.4,1693.9,1568.8,1697.8,1618.7
Sweden,SWE,2020-08-02,1525.6,1600.1,1606.3,1609.8,1611.8,1577.8,1770.2,1543.4,1718.9,1558.6
Sweden,SWE,2020-08-09,1632.6,1616.2,1553.5,1548.7,1611.8,1594.5,1495.3,1598.5,1771.9,1589.3
Sweden,SWE,2020-08-16,1588.6,1562.2,1551.5,1559.7,1604.8,1587.5,1550.3,1536.5,1761.9,1602.3
Sweden,SWE,2020-08-23,1605.6,1623.2,1562.7,1587.7,1604.8,1569.5,1540.3,1592.5,1671.9,1608.3
Sweden,SWE,2020-08-30,1622.7,1531.2,1610.9,1482.7,1723.3,1609.1,1627.7,1692.1,1585.6,1540.8
Sweden,SWE,2020-09-06,1661.2,1564.1,1592.9,1671.1,1593,1635.1,1656.6,1488.3,1648.9,1753.2
Sweden,SWE,2020-09-13,1707.2,1574.4,1571.7,1574.8,1573,1629.1,1555.6,1606.3,1765.9,1601.2
Sweden,SWE,2020-09-20,1678.2,1560.4,1589.9,1588.8,1568,1601.1,1684.6,1587.3,1767.9,1671.2
Sweden,SWE,2020-09-27,1723.4,1610.4,1614.1,1655.8,1636.6,1571.6,1592.6,1695.3,1802.4,1623.1
Sweden,SWE,2020-10-04,1661.3,1598.6,1661.7,1673.6,1630.2,1750.5,1647.7,1687.3,1790.7,1677.3
Sweden,SWE,2020-10-11,1700.3,1597.7,1672.3,1550.5,1694.2,1737.5,1756.7,1703.6,1731.7,1864.3
Sweden,SWE,2020-10-18,1741.3,1666.7,1648.7,1596.5,1782.2,1690.5,1583.7,1671.6,1676.7,1815.3
Sweden,SWE,2020-10-25,1736.3,1624.7,1691.9,1720.5,1658.2,1686.5,1701.7,1773.6,1700.7,1875.3
Sweden,SWE,2020-11-01,1833.5,1745.2,1720.7,1681.7,1755.5,1804.1,1753.4,1689,1665.4,2009.9
Sweden,SWE,2020-11-08,1776.5,1724.1,1691.1,1682.7,1755.4,1656.9,1691.7,1750.9,1733.8,1931.7
Sweden,SWE,2020-11-15,1786.5,1919.1,1717.9,1740.7,1809.4,1801.9,1592.7,1726.9,1800.8,2016.7
Sweden,SWE,2020-11-22,1739.5,2040.1,1693.3,1708.7,1740.4,1748.9,1585.7,1764.9,1877.8,2106.7
Sweden,SWE,2020-11-29,1827.5,2010.1,1766.3,1721.7,1831.9,1787.9,1831.4,1740.2,1851.4,2093.1
Sweden,SWE,2020-12-06,1941.9,2203.7,1813.7,1834.3,1886.6,1811.6,1837.5,1779.1,2027.2,2055.7
Sweden,SWE,2020-12-13,1918.9,2173.5,1780.3,1698,1902.6,1843.6,1770.5,1767.1,2276.2,2195.7
Sweden,SWE,2020-12-20,1949.9,2355.5,1828.3,1782,1912.6,1861.6,1791.5,1874.1,2391.2,2253.7
Sweden,SWE,2020-12-27,2045.9,2372.5,1858.5,1766,2056.6,1975.6,1808.5,1766.1,2393,2166.7
Sweden,SWE,2021-01-03,,2433.7,1858.5,,,,,,,
Switzerland,CHE,2020-01-05,1907,1308,1481.4,1419,1340,1678,1560,1340,1549,1674
Switzerland,CHE,2020-01-12,1791,1366,1493,1493,1242,1731,1540,1389,1522,1541
Switzerland,CHE,2020-01-19,1761,1418,1502.2,1522,1322,1746,1494,1357,1494,1520
Switzerland,CHE,2020-01-26,1611,1417,1471.4,1480,1350,1657,1397,1403,1480,1462
Switzerland,CHE,2020-02-02,1439,1426,1480.6,1590,1345,1563,1396,1439,1478,1373
Switzerland,CHE,2020-02-09,1410,1396,1515.8,1656,1339,1592,1441,1481,1471,1392
Switzerland,CHE,2020-02-16,1299,1384,1520.2,1804,1312,1402,1458,1555,1579,1427
Switzerland,CHE,2020-02-23,1312,1369,1521.8,1772,1380,1382,1478,1527,1447,1380
Switzerland,CHE,2020-03-01,1281,1349,1535,1729,1320,1393,1636,1527,1477,1429
Switzerland,CHE,2020-03-08,1287,1357,1461,1548,1355,1348,1532,1452,1493,1476
Switzerland,CHE,2020-03-15,1229,1396,1401.6,1540,1278,1259,1482,1379,1556,1447
Switzerland,CHE,2020-03-22,1271,1530,1353.2,1433,1294,1239,1379,1351,1566,1421
Switzerland,CHE,2020-03-29,1244,1630,1296.6,1292,1269,1183,1347,1322,1557,1338
Switzerland,CHE,2020-04-05,1259,1879,1313,1300,1242,1234,1337,1382,1470,1331
Switzerland,CHE,2020-04-12,1253,1647,1248.4,1229,1224,1200,1297,1222,1349,1332
Switzerland,CHE,2020-04-19,1251,1577,1241.2,1282,1138,1180,1228,1308,1376,1317
Switzerland,CHE,2020-04-26,1276,1378,1211.8,1214,1174,1223,1145,1233,1295,1381
Switzerland,CHE,2020-05-03,1219,1250,1241.4,1275,1172,1209,1225,1256,1269,1333
Switzerland,CHE,2020-05-10,1259,1184,1209.4,1161,1149,1204,1199,1264,1241,1251
Switzerland,CHE,2020-05-17,1191,1153,1187.8,1152,1176,1207,1116,1218,1291,1218
Switzerland,CHE,2020-05-24,1209,1190,1220.2,1128,1226,1184,1222,1271,1214,1244
Switzerland,CHE,2020-05-31,1217,1102,1168.8,1096,1150,1125,1158,1245,1207,1214
Switzerland,CHE,2020-06-07,1111,1171,1175.4,1169,1104,1106,1177,1251,1216,1235
Switzerland,CHE,2020-06-14,1201,1152,1152.2,1169,1113,1119,1119,1171,1359,1195
Switzerland,CHE,2020-06-21,1191,1149,1186.4,1097,1236,1192,1127,1210,1387,1204
Switzerland,CHE,2020-06-28,1190,1180,1205.8,1197,1172,1166,1181,1243,1351,1221
Switzerland,CHE,2020-07-05,1171,1180,1203.4,1294,1091,1154,1150,1258,1344,1180
Switzerland,CHE,2020-07-12,1184,1174,1195.6,1357,1163,1086,1077,1225,1363,1255
Switzerland,CHE,2020-07-19,1219,1115,1234.6,1294,1233,1148,1222,1206,1490,1266
Switzerland,CHE,2020-07-26,1166,1156,1203.8,1168,1181,1120,1221,1259,1506,1220
Switzerland,CHE,2020-08-02,1170,1280,1184,1138,1113,1200,1261,1138,1367,1239
Switzerland,CHE,2020-08-09,1318,1172,1177.2,1212,1150,1098,1218,1138,1344,1253
Switzerland,CHE,2020-08-16,1255,1230,1176.6,1192,1165,1127,1187,1142,1322,1376
Switzerland,CHE,2020-08-23,1241,1219,1188.8,1148,1130,1203,1143,1250,1334,1401
Switzerland,CHE,2020-08-30,1336,1174,1178.6,1171,1136,1164,1206,1146,1234,1254
Switzerland,CHE,2020-09-06,1339,1167,1181,1151,1184,1151,1177,1172,1267,1357
Switzerland,CHE,2020-09-13,1347,1260,1205.4,1188,1101,1189,1230,1249,1305,1276
Switzerland,CHE,2020-09-20,1309,1243,1220.8,1129,1177,1262,1173,1293,1224,1219
Switzerland,CHE,2020-09-27,1320,1254,1229.8,1186,1210,1242,1206,1235,1474,1248
Switzerland,CHE,2020-10-04,1249,1243,1266.2,1231,1283,1290,1225,1232,1426,1309
Switzerland,CHE,2020-10-11,1313,1334,1255,1165,1268,1266,1229,1277,1453,1317
Switzerland,CHE,2020-10-18,1337,1289,1254.6,1218,1275,1206,1208,1296,1365,1422
Switzerland,CHE,2020-10-25,1375,1492,1249.6,1202,1228,1211,1232,1305,1446,1460
Switzerland,CHE,2020-11-01,1318,1695,1260.4,1284,1309,1150,1269,1220,1397,1432
Switzerland,CHE,2020-11-08,1430,2071,1268.8,1166,1280,1306,1261,1261,1405,1503
Switzerland,CHE,2020-11-15,1514,2149,1292.2,1193,1350,1248,1239,1361,1435,1573
Switzerland,CHE,2020-11-22,1589,2159,1284.8,1250,1188,1313,1273,1330,1488,1530
Switzerland,CHE,2020-11-29,1717,2123,1344.6,1252,1327,1390,1314,1370,1565,1625
Switzerland,CHE,2020-12-06,1791,2179,1326.8,1300,1289,1381,1380,1214,1626,1615
Switzerland,CHE,2020-12-13,1710,2216,1328.6,1228,1288,1348,1346,1363,1681,1567
Switzerland,CHE,2020-12-20,1585,2190,1370,1198,1430,1449,1309,1394,1773,1562
Switzerland,CHE,2020-12-27,1640,2121,1391.2,1287,1577,1364,1336,1322,1674,1513
Switzerland,CHE,2021-01-03,,1994,1391.2,,,,,,,
Taiwan,TWN,2020-01-31,16332,14673,15595.4,14310,14292,12835,16761,16622,15954,17770
Taiwan,TWN,2020-02-29,14856,16211,14686,12122,15441,14865,14493,13352,14887,18506
Taiwan,TWN,2020-03-31,16438,16083,17585.8,16092,18918,17391,17200,15171,18239,20572
Taiwan,TWN,2020-04-30,14276,14423,14754.6,14002,14520,13110,13988,14996,14655,15572
Taiwan,TWN,2020-05-31,15108,13272,14618.8,12802,14238,13914,14328,14655,17409,17530
Taiwan,TWN,2020-06-30,16639,13893,14222.4,13712,13445,14453,13043,13302,21033,17415
Taiwan,TWN,2020-07-31,15523,14533,15071.6,14475,13021,14479,14372,15854,18215,17992
Taiwan,TWN,2020-08-31,14952,13301,14732.6,12586,14195,15580,14162,13983,17830,17139
Taiwan,TWN,2020-09-30,13894,13876,13740.2,12527,12829,13436,12886,13866,16505,14610
Taiwan,TWN,2020-10-31,14415,13542,14921.8,13794,13676,13710,14922,15350,17099,16594
Taiwan,TWN,2020-11-30,15560,14141,14176.2,13010,13663,13632,13680,13739,17719,15965
Taiwan,TWN,2020-12-31,15739,15208,14788.4,14426,14167,13837,12949,15406,17685,15703
Tajikistan,TJK,2020-01-31,3273,3358,3146.9,3346,3266,3157,2807,3344,3001,3115.5
Tajikistan,TJK,2020-02-29,2449,2904,2650.5,2871,2672,2603,2608,2684,2696,2517.8
Tajikistan,TJK,2020-03-31,2884,2895,2852.7,3018,2708,2921,2918,2884,2409,2253.8
Tajikistan,TJK,2020-04-30,2633,2870,2626.3,2687,2557,2725,2701,2647,2404,3011.8
Tajikistan,TJK,2020-05-31,2677,5067,2623.9,2688,2528,2760,2653,2676,2487,2597.8
Tajikistan,TJK,2020-06-30,3037,3234,2575.9,2718,2614,2573,2526,2634,2464,2585.8
Tajikistan,TJK,2020-07-31,6268,3128,2765.1,2877,2746,2612,2898,2878,2669,2523.8
Tajikistan,TJK,2020-08-31,4566,3368,2516.5,2427,2513,2446,2594,2788,2510,2916.8
Tajikistan,TJK,2020-09-30,2659,3560,2357.7,2412,2463,2302,2283,2514,2188,2309.8
Tajikistan,TJK,2020-10-31,2829,4818,2599.7,2608,2729,2542,2704,2601,2445,2585.8
Tajikistan,TJK,2020-11-30,3037,4121,2740.9,2720,3114,2595,2683,2778,2542,2904.8
Tajikistan,TJK,2020-12-31,2800,3303,3290.5,3190,4224,2791,3324,3109,3391,3073.8
Thailand,THA,2020-01-31,46685,47125,44696.6,44867,40316,40798,44867,45329,48377,53950
Thailand,THA,2020-02-29,38228,39758,39712.8,38000,40557,36493,38000,38208,42195,44319
Thailand,THA,2020-03-31,46748,44304,41499.6,38987,42396,39080,38987,40742,53256,48199
Thailand,THA,2020-04-30,42435,40057,43236.4,39660,45129,36461,39660,47966,55398,47082
Thailand,THA,2020-05-31,45387,39674,41915.2,38708,41071,39543,38708,44240,51273,53038
Thailand,THA,2020-06-30,43522,39479,38478,36867,36132,37518,36867,37700,47056,44970
Thailand,THA,2020-07-31,48944,39817,40728.4,39105,36916,38322,39105,42888,44147,41588
Thailand,THA,2020-08-31,57125,40999,41623.6,40663,40397,40097,40663,38992,54270,48242
Thailand,THA,2020-09-30,48129,39361,40013.4,37147,38582,38148,37147,41737,47755,42890
Thailand,THA,2020-10-31,46448,41640,43310,41876,40338,41565,41876,43589,51160,48268
Thailand,THA,2020-11-30,48892,43545,40985.6,39332,38617,39861,39332,40480,49543,46446
Thailand,THA,2020-12-31,51107,45679,41862.4,38329,39983,41025,38329,44340,51535,47000
Transnistria,OWID_TRS,2020-01-31,902,605,696.1,,,725,626,728,673,
Transnistria,OWID_TRS,2020-02-29,654,518,579.8,,,551,587,592,719,
Transnistria,OWID_TRS,2020-03-31,887,620,619.4,,,598,683,568,693,
Transnistria,OWID_TRS,2020-04-30,862,461,532.8,,,513,545,531,530,
Transnistria,OWID_TRS,2020-05-31,684,596,608.8,,,586,602,629,508,
Transnistria,OWID_TRS,2020-06-30,642,564,522.8,,,529,502,528,462,
Transnistria,OWID_TRS,2020-07-31,559,550,493.1,,479,484,446,548,439,
Transnistria,OWID_TRS,2020-08-31,519,517,547.6,,572,546,533,524,494,
Transnistria,OWID_TRS,2020-09-30,591,580,485.9,,474,476,468,510,475,
Transnistria,OWID_TRS,2020-10-31,808,606,573.4,,507,576,617,578,521,
Transnistria,OWID_TRS,2020-11-30,1081,636,555.6,,600,550,533,524,,
Transnistria,OWID_TRS,2020-12-31,791,1005,577.1,,608,550,585,550,,
Tunisia,TUN,2020-01-31,10564,7946,8295.2,7522,6514,9155,7781,8090,9723,8334
Tunisia,TUN,2020-02-29,7302,7398,7450.2,7184,6011,7259,6915,7468,9585,7710
Tunisia,TUN,2020-03-31,7435,6702,7263.4,6932,6661,6394,6945,6971,7480,6745
Tunisia,TUN,2020-04-30,9027,5362,6007.6,5450,5164,5415,5657,5938,5579,5874
Tunisia,TUN,2020-05-31,8318,5065,5705.4,4923,5239,5377,5205,5369,5679,5654
Tunisia,TUN,2020-06-30,9508,5021,5464.8,4788,4656,4942,4932,5592,5595,5376
Tunisia,TUN,2020-07-31,15176,5554,6172.8,5342,5311,5696,6055,6046,7139,8925
Tunisia,TUN,2020-08-31,12466,6232,6165.4,5769,5130,6097,5376,6041,6377,6021
Tunisia,TUN,2020-09-30,7328,5741,5675.8,4998,4767,5145,5408,5647,5489,5454
Tunisia,TUN,2020-10-31,6049,8127,6003.6,5321,5086,5556,5860,5781,5501,5506
Tunisia,TUN,2020-11-30,6184,8022,6321.2,5365,5619,5965,5982,6261,5932,5527
Tunisia,TUN,2020-12-31,7650,8720,7018,6050,6138,7001,6600,6887,7254,6840
Turkey,TUR,2020-01-31,46976,42023,43707.5,34918,43871,43793,38883,48821,53911,46357
Turkey,TUR,2020-02-29,36924,35037,37089.1,32870,36355,36202,35091,36676,53136,85624
Turkey,TUR,2020-03-31,43103,37686,38206.5,37925,34455,36952,36414,37035,46412,40099
Turkey,TUR,2020-04-30,51147,38379,35864.9,34983,32661,34116,34255,35058,38586,38200
Turkey,TUR,2020-05-31,46224,35133,35815.3,33497,33261,34296,34161,35610,38201,39198
Turkey,TUR,2020-06-30,38045,33668,34665.5,30590,33897,32987,33053,34549,35463,37209
Turkey,TUR,2020-07-31,43772,38959,36828.7,33854,34628,36456,36235,34719,41048,41781
Turkey,TUR,2020-08-31,53359,42793,36396.1,34285,34491,33694,36046,35213,43121,40584
Turkey,TUR,2020-09-30,50364,43995,33854.3,31038,32071,32531,33325,32055,35607,36138
Turkey,TUR,2020-10-31,52016,42792,35891.5,32449,34485,34773,35278,34221,37406,39279
Turkey,TUR,2020-11-30,52492,57500,36232.7,33526,34743,34727,35410,34506,39116,38800
Turkey,TUR,2020-12-31,52323,61182,39003.1,35593,38046,36330,38634,38161,43458,43147
Ukraine,UKR,2020-01-31,57721,53610,56561,55287,56236,58151,53851,62196,57248,
Ukraine,UKR,2020-02-29,51391,47128,47728.6,50428,48796,47356,47088,47891,,
Ukraine,UKR,2020-03-31,64938,48326,51502.4,57059,50367,49737,54088,49177,,
Ukraine,UKR,2020-04-30,68621,46223,48520.8,54514,47510,47050,48567,47879,,
Ukraine,UKR,2020-05-31,57293,44680,50512.6,50070,49717,51274,50627,53791,,
Ukraine,UKR,2020-06-30,49077,47043,44374.6,45851,47181,44565,43796,43396,,
Ukraine,UKR,2020-07-31,46851,47297,45341.2,48291,44485,42566,46350,47930,,
Ukraine,UKR,2020-08-31,43538,44008,43646.4,42867,44871,45806,45245,42359,,
Ukraine,UKR,2020-09-30,48425,48372,41847.2,43642,42760,41966,41870,41914,,
Ukraine,UKR,2020-10-31,74282,59047,49259,48919,47994,49054,52999,50245,,
Ukraine,UKR,2020-11-30,87862,63438,47992.2,47087,49849,48332,50623,46986,,
Ukraine,UKR,2020-12-31,64264,67663,49981.2,50780,53865,48266,52561,47350,,
United Arab Emirates,ARE,2020-01-31,1091,741,843,,,,835,798,1202,1051
United Arab Emirates,ARE,2020-02-29,1308,666,798.5,,,,762,782,1006,853
United Arab Emirates,ARE,2020-03-31,1175,651,798.5,,,,780,764,1006,953
United Arab Emirates,ARE,2020-04-30,926,1064,739,,,,685,740,896,946
United Arab Emirates,ARE,2020-05-31,946,1598,736.5,,,,710,710,910,921
United Arab Emirates,ARE,2020-06-30,1163,1061,746,,,,705,734,954,923
United Arab Emirates,ARE,2020-07-31,1320,782,743,,,,723,710,1037,980
United Arab Emirates,ARE,2020-08-31,996,753,739.5,,,,684,742,907,950
United Arab Emirates,ARE,2020-09-30,743,722,744,,,,711,724,912,903
United Arab Emirates,ARE,2020-10-31,750,720,744,,,,705,730,916,931
United Arab Emirates,ARE,2020-11-30,733,817,786.5,,,,760,760,968,1002
United Arab Emirates,ARE,2020-12-31,760,782,799.5,,,,734,812,1048,1101
United Kingdom,GBR,2020-01-05,20039,13767,13695.1,,14860,13608,14699,12421,13909,16993
United Kingdom,GBR,2020-01-12,20035,16018,15846.7,18317,13149,15526,17429,14484,15273,19948
United Kingdom,GBR,2020-01-19,20709,14723,15048.7,16735,13056,15230,16351,13543,14440,17946
United Kingdom,GBR,2020-01-26,20489,13426,14520.9,15710,12853,14461,15970,13282,13998,15970
United Kingdom,GBR,2020-02-02,19160,13123,13901.9,14559,12556,14184,15084,12798,13485,15131
United Kingdom,GBR,2020-02-09,17148,12532,13570.9,13728,12680,13794,14104,13220,13171,14339
United Kingdom,GBR,2020-02-16,15583,12416,13266.5,13510,12015,13209,13924,13346,12748,13722
United Kingdom,GBR,2020-02-23,14290,12299,13213.9,13069,12716,13328,13752,12876,12667,13608
United Kingdom,GBR,2020-03-01,13115,12333,12743.3,13179,12730,12815,12188,12476,12755,13613
United Kingdom,GBR,2020-03-08,12471,12412,13129.3,13003,12487,12577,14857,12394,12787,13048
United Kingdom,GBR,2020-03-15,11678,12539,12750.3,12472,12480,12088,14366,12017,12495,13683
United Kingdom,GBR,2020-03-22,11449,12113,12069.5,12026,10970,11832,13397,11794,12358,13794
United Kingdom,GBR,2020-03-29,9461,12508,11613.3,11985,11733,11453,11308,11259,11450,13153
United Kingdom,GBR,2020-04-05,10401,18565,11744.7,10321,13059,11304,12269,11442,12278,11554
United Kingdom,GBR,2020-04-12,10474,20929,11982.3,11572,12753,9756,13841,11661,11305,11490
United Kingdom,GBR,2020-04-19,11358,24691,11913.7,13058,12310,10993,12639,10240,12196,14028
